Vehicle_make,Vehicle_type,Vehicle_year,Engine_type,Engine_displacement,Transmission_type,Number_of_cylinders,Vehicle_weight,Vehicle_length,Vehicle_width,Vehicle_height,Safety_rating,Number_of_airbags,ABS_presence,ESC_presence,TCS_presence,TPMS_presence,Crash_location,Weather_conditions,Road_surface_conditions,Time_of_day,Day_of_week,Driver_age,Driver_gender,Crash_severity
Mahindra,SUV,2001,electric,2659,automatic,6,1699,3644,1576,1683,1,2,1.0,1.0,1.0,1.0,urban,rain,muddy,morning,Thursday,29,Female,severe
Maruti Suzuki,hatchback,2009,petrol,2419,manual,3,2415,3545,1528,1630,4,5,True,True,True,True,rural,clear,dry,night,Thursday,31,Female,moderate
Maruti Suzuki,sedan,2002,petrol,2842,manual,6,1528,3962,1592,1592,2,3,0.0,1.0,1.0,1.0,urban,rain,wet,morning,Sunday,27,Female,moderate
Hyundai,sedan,2007,electric,1019,manual,4,1497,4320,1824,1567,2,4,1.0,1.0,1.0,1.0,urban,clear,dry,afternoon,Thursday,57,nan,severe
Mahindra,hatchback,2019,petrol,2027,automatic,4,1682,4893,1493,1487,2,6,1.0,1.0,0.0,1.0,urban,rain,dry,morning,Friday,66,Female,severe
Mahindra,SUV,2006,petrol,2087,automatic,6,1887,4830,1833,1514,2,7,1.0,1.0,1.0,0.0,urban,clear,wet,night,nan,31,Female,severe
Hyundai,SUV,2011,diesel,2870,manual,4,2402,4925,1495,1537,3,5,1.0,1.0,0.0,1.0,urban,clear,dry,afternoon,Saturday,84,Male,severe
Tata Motors,SUV,2018,CNG,2317,manual,6,895,3993,1958,1475,4,1,True,True,True,True,rural,clear,dry,evening,Saturday,58,Male,severe
Maruti Suzuki,sedan,2014,petrol,2879,manual,3,2369,4866,1699,1692,4,7,True,True,True,True,urban,rain,dry,morning,Saturday,82,Male,moderate
Honda,pickup,2013,diesel,2513,automatic,4,2192,3632,1764,1626,3,7,1.0,1.0,1.0,1.0,urban,clear,muddy,night,Thursday,67,Male,severe
Maruti Suzuki,hatchback,2015,petrol,1552,manual,6,2168,4841,1915,1715,1,5,,1.0,1.0,0.0,rural,clear,dry,night,Monday,25,Female,moderate
Maruti Suzuki,sedan,2013,petrol,1816,manual,3,1802,3767,1975,1490,3,2,1.0,1.0,1.0,1.0,rural,clear,nan,morning,Thursday,29,Female,moderate
Tata Motors,sedan,2002,electric,914,automatic,3,1241,4092,1803,1476,1,2,0.0,1.0,1.0,0.0,urban,nan,dry,morning,Friday,51,Male,severe
Maruti Suzuki,hatchback,2017,petrol,2045,automatic,6,1250,4169,1635,1749,1,1,1.0,,0.0,1.0,rural,clear,wet,morning,Monday,81,Male,moderate
Hyundai,SUV,2021,electric,1755,manual,6,1033,4478,1941,1770,2,1,1.0,1.0,1.0,1.0,rural,clear,dry,evening,Sunday,52,Male,severe
Hyundai,hatchback,2005,electric,1225,automatic,4,2498,3723,1470,1722,4,3,True,True,True,True,urban,clear,dry,night,nan,21,Male,severe
Mahindra,hatchback,2016,petrol,2375,manual,6,1980,4411,1749,1579,2,4,1.0,1.0,0.0,1.0,nan,clear,muddy,evening,Monday,44,Male,severe
Honda,pickup,2022,electric,2665,automatic,4,1592,3501,1484,1767,3,4,0.0,,1.0,1.0,rural,nan,muddy,afternoon,Friday,35,Female,severe
Maruti Suzuki,hatchback,2013,petrol,1633,automatic,6,827,4471,1897,1589,3,7,0.0,1.0,,1.0,rural,clear,dry,afternoon,nan,27,nan,moderate
Maruti Suzuki,hatchback,2013,petrol,2828,automatic,6,2295,4136,1764,1795,3,5,1.0,1.0,,0.0,rural,nan,dry,afternoon,Thursday,68,Male,moderate
Tata Motors,SUV,2019,diesel,2516,automatic,6,2404,4764,1726,1641,1,4,1.0,,1.0,1.0,nan,clear,wet,night,Sunday,35,Male,severe
Hyundai,hatchback,2012,petrol,2208,manual,4,1722,3616,1891,1428,1,1,1.0,1.0,1.0,0.0,urban,fog,dry,night,Tuesday,84,Female,severe
Honda,pickup,2002,CNG,2889,manual,6,2281,3936,1559,1685,2,5,0.0,1.0,1.0,0.0,urban,clear,nan,night,Monday,37,Female,severe
Mahindra,hatchback,2012,petrol,2525,automatic,3,1643,3810,1607,1549,3,4,0.0,0.0,,1.0,urban,clear,muddy,night,Sunday,61,Female,severe
Hyundai,SUV,2001,CNG,1991,manual,6,2161,4739,1951,1736,4,3,True,True,True,True,urban,clear,dry,morning,Thursday,70,Female,severe
Mahindra,sedan,2008,CNG,1772,manual,6,1541,4512,1589,1708,2,1,1.0,0.0,1.0,1.0,urban,rain,muddy,night,Wednesday,37,Female,severe
Tata Motors,pickup,2012,petrol,1403,manual,6,1703,3716,1901,1618,3,1,1.0,,1.0,0.0,urban,clear,nan,evening,Friday,47,Male,severe
Tata Motors,pickup,2007,CNG,1012,automatic,4,2245,4070,1522,1677,3,4,1.0,1.0,1.0,1.0,urban,fog,dry,afternoon,Saturday,51,Male,severe
Maruti Suzuki,sedan,2015,petrol,1339,automatic,3,1174,3844,1504,1704,2,3,1.0,1.0,1.0,1.0,urban,nan,dry,afternoon,Thursday,81,Female,moderate
Honda,hatchback,2002,CNG,1505,manual,3,1661,3577,1990,1790,1,7,1.0,0.0,1.0,1.0,urban,clear,dry,morning,Wednesday,63,Male,severe
Mahindra,sedan,2012,diesel,2558,manual,6,2472,4642,1598,1445,3,6,1.0,,1.0,0.0,nan,clear,wet,afternoon,nan,25,Male,severe
Hyundai,pickup,2003,diesel,2484,manual,6,1423,4953,1611,1410,2,3,0.0,0.0,1.0,1.0,urban,clear,nan,evening,Friday,19,Female,severe
Tata Motors,SUV,2017,CNG,2916,manual,6,1098,4842,1924,1415,3,6,1.0,1.0,1.0,1.0,urban,rain,dry,afternoon,Friday,43,Male,severe
Maruti Suzuki,hatchback,2001,petrol,1297,automatic,6,1848,4730,1684,1581,1,2,1.0,1.0,1.0,1.0,urban,clear,nan,afternoon,Friday,24,Female,moderate
Maruti Suzuki,hatchback,2019,petrol,1581,manual,3,1405,4845,1723,1584,2,1,1.0,1.0,1.0,1.0,rural,clear,dry,evening,Wednesday,39,Male,moderate
Mahindra,pickup,2021,diesel,2709,manual,3,865,4096,1866,1435,1,1,1.0,0.0,1.0,,rural,clear,wet,afternoon,nan,49,Female,severe
Tata Motors,pickup,2020,petrol,925,manual,3,1328,4527,1537,1450,3,4,1.0,1.0,1.0,1.0,rural,clear,wet,morning,nan,74,Female,severe
Honda,sedan,2014,diesel,2326,manual,3,2444,4168,1755,1549,4,4,True,True,True,True,rural,fog,dry,evening,Saturday,55,Male,severe
Tata Motors,SUV,2016,diesel,2304,manual,6,2214,4700,1475,1658,1,3,1.0,1.0,1.0,0.0,nan,rain,dry,night,Thursday,19,Female,severe
Mahindra,SUV,2009,diesel,2912,automatic,6,1077,4872,1810,1690,4,1,True,True,True,True,urban,clear,dry,night,Wednesday,58,Female,severe
Mahindra,hatchback,2000,diesel,2141,automatic,4,809,4398,1754,1512,3,4,1.0,1.0,1.0,0.0,rural,clear,nan,afternoon,nan,67,Female,severe
Tata Motors,hatchback,2005,electric,811,automatic,3,2169,3809,1469,1693,3,3,1.0,1.0,1.0,0.0,urban,nan,wet,morning,Thursday,41,Female,severe
Mahindra,pickup,2002,diesel,2300,automatic,6,1964,4603,1956,1761,3,1,0.0,1.0,1.0,1.0,rural,rain,wet,morning,Wednesday,75,Female,severe
Tata Motors,hatchback,2018,CNG,2117,automatic,4,827,3543,1577,1454,2,6,1.0,1.0,1.0,0.0,urban,clear,dry,afternoon,nan,44,nan,severe
Hyundai,sedan,2006,electric,2263,manual,4,1923,4415,1669,1693,1,2,,0.0,1.0,,urban,nan,dry,morning,Wednesday,43,Male,severe
Tata Motors,SUV,2012,diesel,2465,automatic,6,2010,3952,1643,1615,1,1,,1.0,1.0,1.0,rural,nan,dry,evening,Wednesday,73,Female,severe
Tata Motors,SUV,2012,CNG,2109,automatic,6,1192,4507,1555,1773,2,7,0.0,1.0,1.0,1.0,urban,nan,dry,night,Thursday,51,Female,severe
Mahindra,hatchback,2016,CNG,2503,automatic,6,1519,4229,1588,1561,2,2,1.0,1.0,1.0,1.0,rural,clear,dry,morning,nan,27,Male,severe
Mahindra,pickup,2000,electric,1947,manual,4,1648,4722,1598,1410,1,1,1.0,1.0,,0.0,urban,clear,nan,afternoon,Tuesday,54,Female,severe
Maruti Suzuki,hatchback,2013,petrol,2348,manual,3,2134,4731,1474,1606,3,3,0.0,1.0,1.0,1.0,urban,rain,wet,night,Friday,30,Male,moderate
Maruti Suzuki,sedan,2002,petrol,2886,manual,3,1060,3693,1944,1669,1,1,1.0,1.0,1.0,1.0,nan,fog,dry,morning,Saturday,80,Female,moderate
Hyundai,sedan,2013,electric,1778,manual,6,1892,4535,1492,1736,3,4,1.0,1.0,0.0,1.0,rural,clear,dry,morning,Saturday,67,Male,severe
Maruti Suzuki,hatchback,2000,petrol,2806,automatic,3,837,4453,1591,1420,4,3,True,True,True,True,urban,clear,wet,afternoon,Wednesday,47,Female,moderate
Tata Motors,sedan,2015,petrol,2646,automatic,3,1889,4216,1505,1506,4,7,True,True,True,True,rural,clear,nan,afternoon,Wednesday,22,Male,severe
Mahindra,SUV,2009,electric,2829,automatic,6,2298,4912,1837,1501,3,2,0.0,0.0,0.0,,urban,fog,nan,evening,Tuesday,25,Female,severe
Maruti Suzuki,sedan,2012,petrol,2939,manual,3,2317,4649,1630,1741,1,1,1.0,0.0,0.0,1.0,urban,clear,wet,afternoon,Thursday,66,Female,moderate
Maruti Suzuki,sedan,2003,petrol,1079,automatic,3,1266,3847,1698,1459,2,6,1.0,1.0,0.0,1.0,nan,clear,dry,afternoon,Thursday,23,Male,moderate
Hyundai,sedan,2008,electric,1993,automatic,6,863,4595,1427,1433,2,2,0.0,0.0,1.0,1.0,urban,rain,dry,evening,Saturday,50,Male,severe
Hyundai,sedan,2013,CNG,2619,manual,3,1546,3939,1713,1464,4,4,True,True,True,True,nan,rain,dry,evening,Saturday,53,Male,severe
Tata Motors,hatchback,2003,petrol,2557,manual,4,2488,4231,1926,1614,3,6,,0.0,1.0,1.0,urban,nan,dry,night,Sunday,44,Male,severe
Mahindra,SUV,2009,electric,1630,automatic,6,2003,3801,1762,1659,1,3,1.0,,1.0,0.0,rural,clear,muddy,afternoon,Thursday,47,Male,severe
Hyundai,SUV,2007,diesel,2948,automatic,6,1477,3848,1769,1760,4,2,True,True,True,True,urban,clear,wet,afternoon,Friday,30,Male,severe
Maruti Suzuki,sedan,2022,petrol,2184,automatic,4,1644,3620,1489,1634,1,6,1.0,0.0,0.0,1.0,urban,clear,dry,morning,Tuesday,26,nan,moderate
Mahindra,sedan,2002,CNG,2172,automatic,4,898,4285,1937,1711,2,5,1.0,1.0,,,urban,fog,dry,afternoon,Saturday,58,Male,severe
Mahindra,sedan,2022,CNG,2925,automatic,3,2360,4823,1750,1469,1,6,1.0,1.0,1.0,1.0,urban,clear,dry,morning,nan,67,Male,severe
Maruti Suzuki,sedan,2006,petrol,844,automatic,6,1103,4054,1844,1735,2,1,1.0,1.0,1.0,1.0,urban,nan,muddy,evening,Sunday,68,Male,moderate
Hyundai,pickup,2009,petrol,2885,manual,4,1896,3707,1528,1409,3,2,1.0,1.0,1.0,0.0,urban,clear,dry,evening,Wednesday,18,Male,severe
Maruti Suzuki,sedan,2002,petrol,1215,manual,6,2370,3973,1481,1690,4,7,True,True,True,True,rural,clear,dry,night,Thursday,78,Female,moderate
Mahindra,sedan,2001,petrol,2075,automatic,3,1746,3713,1608,1615,1,7,1.0,1.0,1.0,1.0,nan,clear,nan,morning,Tuesday,25,Male,severe
Honda,SUV,2014,diesel,1770,manual,4,1966,4858,1445,1651,1,5,,1.0,1.0,1.0,urban,clear,dry,afternoon,Thursday,64,Female,severe
Honda,sedan,2008,petrol,1942,automatic,4,1013,3576,1891,1793,2,5,1.0,,0.0,1.0,urban,rain,muddy,afternoon,Thursday,55,Female,severe
Tata Motors,hatchback,2014,CNG,886,automatic,4,1104,4673,1400,1731,4,4,True,True,True,True,rural,rain,dry,evening,Thursday,66,Male,severe
Maruti Suzuki,hatchback,2016,petrol,2927,manual,6,2237,3751,1962,1590,3,2,0.0,0.0,1.0,0.0,rural,clear,dry,night,Thursday,38,Male,moderate
Maruti Suzuki,sedan,2006,petrol,1027,manual,3,1144,4071,1563,1496,3,4,1.0,1.0,0.0,1.0,urban,clear,dry,morning,Monday,63,Female,moderate
Tata Motors,SUV,2019,electric,1782,automatic,6,1543,3712,1858,1618,4,7,True,True,True,True,nan,rain,muddy,evening,Monday,45,Female,severe
Tata Motors,hatchback,2017,petrol,1422,manual,4,2421,3997,1657,1601,2,7,,1.0,1.0,1.0,urban,clear,dry,morning,Tuesday,54,Female,severe
Tata Motors,pickup,2014,electric,2406,automatic,4,1293,4204,1499,1780,3,1,1.0,1.0,,1.0,urban,rain,nan,afternoon,Thursday,55,Male,severe
Mahindra,hatchback,2017,petrol,1284,manual,6,1948,3528,1936,1616,1,6,1.0,,0.0,,urban,clear,dry,afternoon,Saturday,40,Female,severe
Maruti Suzuki,hatchback,2022,petrol,824,automatic,3,1640,4396,1546,1687,1,3,,0.0,1.0,0.0,urban,clear,muddy,evening,Monday,51,Male,moderate
Mahindra,pickup,2011,CNG,2614,manual,4,1207,3572,1982,1505,2,5,1.0,1.0,1.0,1.0,urban,clear,muddy,evening,Sunday,66,Male,severe
Tata Motors,hatchback,2022,petrol,2025,automatic,4,2059,4288,1413,1455,3,2,1.0,,0.0,1.0,urban,clear,dry,night,Thursday,82,Female,severe
Maruti Suzuki,sedan,2020,petrol,2048,manual,4,1791,3705,1829,1553,4,1,True,True,True,True,rural,rain,dry,night,Monday,81,Male,moderate
Mahindra,pickup,2007,petrol,1578,manual,3,1456,3551,1692,1467,3,2,1.0,1.0,0.0,1.0,urban,rain,dry,afternoon,Saturday,41,Female,severe
Mahindra,pickup,2001,diesel,1730,manual,6,1416,4502,1668,1600,1,7,1.0,1.0,1.0,1.0,urban,fog,dry,evening,Monday,72,Male,severe
Tata Motors,SUV,2001,diesel,2928,automatic,6,1143,3821,1854,1489,2,5,1.0,0.0,1.0,,urban,clear,dry,morning,Sunday,29,nan,severe
Maruti Suzuki,sedan,2004,petrol,2382,manual,3,1575,4126,1737,1410,4,3,True,True,True,True,rural,rain,dry,afternoon,nan,63,Male,moderate
Tata Motors,SUV,2000,CNG,2222,manual,4,2469,4749,1835,1501,2,1,1.0,1.0,1.0,1.0,urban,clear,wet,evening,Saturday,63,Female,severe
Maruti Suzuki,hatchback,2021,petrol,2513,automatic,6,2344,4585,1984,1687,4,5,True,True,True,True,rural,clear,dry,night,Sunday,64,Female,moderate
Honda,sedan,2003,diesel,1900,automatic,4,2350,3518,1486,1586,4,7,True,True,True,True,urban,clear,muddy,afternoon,Wednesday,56,Male,severe
Hyundai,sedan,2005,electric,1225,manual,6,863,3810,1750,1630,1,1,,1.0,1.0,1.0,urban,clear,dry,night,nan,42,Female,severe
Hyundai,pickup,2022,petrol,1459,manual,4,1301,4090,1823,1536,1,6,0.0,,0.0,1.0,rural,rain,wet,evening,Tuesday,39,Female,severe
Hyundai,pickup,2012,diesel,2317,manual,6,2459,4964,1630,1410,4,6,True,True,True,True,urban,nan,dry,evening,Thursday,83,Female,severe
Tata Motors,sedan,2018,CNG,1346,manual,4,1834,4022,1967,1742,3,2,1.0,1.0,,,rural,fog,dry,morning,Thursday,43,Female,severe
Honda,sedan,2010,CNG,1900,automatic,3,1406,4155,1614,1751,4,5,True,True,True,True,urban,clear,nan,night,Sunday,48,Female,severe
Maruti Suzuki,hatchback,2012,petrol,2902,manual,3,2455,3584,1847,1666,4,5,True,True,True,True,urban,rain,wet,morning,Monday,39,Female,moderate
Mahindra,pickup,2007,CNG,2296,automatic,6,1229,4457,1535,1456,4,5,True,True,True,True,urban,clear,nan,night,Thursday,49,Male,severe
Maruti Suzuki,sedan,2006,petrol,2262,automatic,4,2124,3502,1653,1449,2,3,1.0,0.0,1.0,1.0,rural,fog,muddy,evening,Friday,67,Male,moderate
Mahindra,sedan,2012,electric,2535,manual,3,1804,4270,1728,1472,1,5,1.0,0.0,1.0,1.0,rural,clear,dry,evening,Friday,67,Male,severe
Maruti Suzuki,sedan,2000,petrol,2571,automatic,3,2069,4766,1927,1736,4,1,True,True,True,True,urban,clear,wet,afternoon,Wednesday,84,Female,moderate
Honda,sedan,2005,electric,2143,manual,6,2412,3904,1900,1452,2,7,1.0,,0.0,,urban,clear,muddy,afternoon,nan,70,Female,severe
Mahindra,sedan,2006,electric,2194,automatic,4,893,4566,1663,1488,2,5,1.0,0.0,,1.0,urban,clear,wet,afternoon,nan,24,Male,severe
Tata Motors,SUV,2015,diesel,2029,automatic,4,1114,3732,1772,1651,3,7,,1.0,1.0,1.0,urban,clear,wet,night,Thursday,65,Female,severe
Maruti Suzuki,hatchback,2014,petrol,848,automatic,3,952,4007,1459,1607,1,7,,0.0,1.0,1.0,urban,rain,dry,evening,Sunday,48,Female,moderate
Maruti Suzuki,sedan,2019,petrol,2620,manual,6,2063,4873,1857,1509,3,3,0.0,1.0,1.0,1.0,urban,rain,dry,morning,Thursday,73,Female,moderate
Mahindra,SUV,2001,diesel,2825,automatic,4,939,4963,1859,1624,4,3,True,True,True,True,urban,clear,wet,evening,Monday,48,Male,severe
Tata Motors,pickup,2022,CNG,2929,automatic,3,2420,4415,1586,1570,4,7,True,True,True,True,urban,clear,dry,morning,Tuesday,61,Female,severe
Tata Motors,sedan,2015,CNG,2546,automatic,6,1015,4686,1776,1694,1,6,1.0,1.0,1.0,1.0,urban,fog,wet,morning,Sunday,74,Female,severe
Honda,hatchback,2016,electric,1295,automatic,6,1593,4822,1813,1441,4,2,True,True,True,True,urban,clear,dry,evening,Wednesday,21,Male,severe
Tata Motors,pickup,2014,CNG,1433,automatic,6,1169,4485,1443,1603,1,1,1.0,1.0,1.0,1.0,urban,clear,dry,morning,Sunday,60,nan,severe
Tata Motors,sedan,2002,petrol,1401,automatic,4,1771,3520,1878,1552,2,4,1.0,1.0,0.0,0.0,urban,clear,nan,evening,nan,69,Male,severe
Tata Motors,SUV,2003,CNG,1569,manual,4,2116,4533,1565,1477,1,1,0.0,1.0,1.0,1.0,urban,clear,dry,evening,Tuesday,80,Female,severe
Hyundai,hatchback,2011,petrol,1438,automatic,6,1040,3544,1552,1792,2,4,1.0,1.0,0.0,0.0,rural,rain,wet,morning,Monday,80,Male,severe
Honda,pickup,2004,CNG,1096,automatic,3,1780,4104,1551,1778,1,1,0.0,0.0,1.0,0.0,nan,rain,wet,evening,Thursday,64,Female,severe
Maruti Suzuki,hatchback,2016,petrol,2083,manual,6,2358,4526,1496,1621,1,5,1.0,0.0,1.0,,rural,clear,dry,night,Monday,64,Female,moderate
Mahindra,sedan,2005,electric,2674,automatic,6,1120,3542,1536,1795,2,4,1.0,1.0,0.0,0.0,urban,clear,muddy,afternoon,Tuesday,69,Male,severe
Maruti Suzuki,sedan,2009,petrol,1274,automatic,3,844,4703,1616,1665,3,1,1.0,1.0,1.0,1.0,rural,clear,dry,afternoon,Friday,52,Female,moderate
Honda,pickup,2021,petrol,2446,manual,4,2409,3796,1739,1615,2,7,1.0,1.0,0.0,1.0,urban,clear,dry,afternoon,Thursday,37,Male,severe
Mahindra,sedan,2017,petrol,2758,manual,6,1413,3876,1608,1561,1,6,1.0,1.0,1.0,1.0,urban,clear,wet,night,Saturday,79,nan,severe
Honda,hatchback,2009,electric,1860,automatic,3,1083,4630,1451,1475,4,6,True,True,True,True,urban,clear,dry,evening,Monday,46,Male,severe
Tata Motors,pickup,2005,electric,2588,automatic,4,2407,4436,1597,1425,3,6,1.0,,0.0,1.0,urban,clear,dry,afternoon,Thursday,79,Male,severe
Mahindra,SUV,2005,electric,2443,automatic,6,2376,4216,1847,1434,4,7,True,True,True,True,nan,rain,dry,evening,Thursday,34,Female,severe
Tata Motors,pickup,2019,petrol,1148,automatic,6,2035,4953,1947,1476,1,6,0.0,1.0,0.0,1.0,urban,rain,dry,evening,Tuesday,28,Female,severe
Maruti Suzuki,sedan,2014,petrol,1436,manual,4,1471,4135,1504,1610,3,7,1.0,0.0,0.0,0.0,nan,nan,dry,morning,Saturday,47,Male,moderate
Maruti Suzuki,hatchback,2003,petrol,1026,automatic,6,886,4636,1759,1711,3,2,0.0,0.0,1.0,1.0,urban,rain,dry,evening,Wednesday,76,Female,moderate
Mahindra,sedan,2015,electric,2171,manual,4,1830,3876,1923,1447,1,3,1.0,1.0,1.0,1.0,nan,clear,dry,morning,Thursday,27,Female,severe
Mahindra,SUV,2021,diesel,1802,automatic,4,2282,3546,1877,1422,4,1,True,True,True,True,rural,clear,dry,afternoon,Tuesday,56,Male,severe
Honda,hatchback,2007,CNG,2206,manual,4,982,4807,1613,1464,4,1,True,True,True,True,urban,rain,wet,night,Tuesday,79,Male,severe
Honda,sedan,2006,CNG,2004,automatic,6,2151,3830,1953,1407,1,3,1.0,1.0,1.0,,rural,clear,dry,evening,Friday,28,nan,severe
Tata Motors,pickup,2018,electric,2961,manual,4,1098,3735,1748,1630,3,7,1.0,1.0,1.0,1.0,urban,clear,muddy,afternoon,Monday,21,Male,severe
Mahindra,sedan,2016,diesel,2979,manual,3,1197,4361,1871,1772,3,4,1.0,1.0,1.0,,rural,clear,muddy,afternoon,nan,65,Male,severe
Maruti Suzuki,hatchback,2020,petrol,1147,manual,3,813,3784,1466,1625,1,7,1.0,,1.0,0.0,urban,rain,dry,afternoon,nan,59,Female,moderate
Honda,hatchback,2012,petrol,2003,manual,4,899,4253,1568,1540,4,4,True,True,True,True,urban,clear,muddy,afternoon,Tuesday,42,Male,severe
Honda,sedan,2014,petrol,1782,manual,6,1555,4963,1551,1635,4,6,True,True,True,True,rural,fog,nan,morning,Tuesday,62,Male,severe
Maruti Suzuki,hatchback,2001,petrol,1531,automatic,3,968,4772,1873,1576,4,5,True,True,True,True,rural,clear,wet,evening,Friday,44,Female,moderate
Honda,sedan,2009,electric,1866,automatic,4,1031,4215,1596,1654,1,6,0.0,,0.0,0.0,urban,fog,dry,afternoon,Wednesday,81,Male,severe
Tata Motors,pickup,2012,electric,2303,automatic,3,1934,4211,1412,1504,2,5,1.0,1.0,,0.0,urban,clear,dry,night,Wednesday,20,Male,severe
Mahindra,sedan,2017,CNG,1941,manual,3,2170,4580,1561,1537,1,6,1.0,0.0,1.0,,urban,rain,dry,afternoon,Saturday,34,Female,severe
Maruti Suzuki,sedan,2022,petrol,2394,manual,3,2163,3936,1885,1530,2,6,0.0,1.0,1.0,0.0,nan,fog,wet,night,Sunday,59,Female,moderate
Mahindra,sedan,2010,electric,2908,automatic,3,1413,4597,1731,1427,4,7,True,True,True,True,nan,clear,dry,night,Thursday,67,Male,severe
Honda,hatchback,2012,petrol,2609,manual,3,1528,3618,1447,1426,1,5,0.0,1.0,,1.0,nan,nan,dry,evening,Wednesday,39,Female,moderate
Honda,sedan,2018,electric,1252,manual,4,1039,4070,1954,1740,2,2,1.0,0.0,1.0,1.0,urban,clear,nan,evening,nan,24,Male,severe
Maruti Suzuki,sedan,2021,petrol,2563,manual,3,1039,4814,1992,1410,4,3,True,True,True,True,rural,clear,muddy,night,Saturday,46,Female,moderate
Tata Motors,pickup,2004,petrol,963,manual,4,1532,4447,1467,1615,4,7,True,True,True,True,nan,clear,dry,afternoon,Saturday,57,Male,severe
Hyundai,SUV,2002,petrol,2675,automatic,4,1069,4856,1633,1411,4,7,True,True,True,True,rural,nan,dry,morning,Saturday,23,Male,severe
Maruti Suzuki,hatchback,2018,petrol,901,automatic,6,1339,3557,1640,1406,1,4,1.0,1.0,1.0,1.0,urban,clear,dry,afternoon,nan,36,Male,moderate
Hyundai,SUV,2022,petrol,1623,automatic,6,2109,3999,1855,1569,4,7,True,True,True,True,urban,clear,dry,morning,Tuesday,51,Female,severe
Hyundai,hatchback,2012,CNG,1490,manual,6,1134,4230,1609,1751,4,2,True,True,True,True,nan,clear,dry,evening,Friday,52,Female,moderate
Tata Motors,pickup,2004,CNG,2250,automatic,6,2389,4781,1553,1793,3,6,0.0,0.0,1.0,1.0,rural,clear,dry,afternoon,Friday,39,Male,severe
Hyundai,SUV,2011,CNG,2042,manual,4,1242,4295,1558,1716,2,5,1.0,,1.0,1.0,urban,clear,dry,morning,Thursday,80,Male,severe
Hyundai,pickup,2013,petrol,1335,automatic,3,1524,3981,1581,1463,4,6,True,True,True,True,urban,clear,dry,night,Monday,72,Female,severe
Tata Motors,sedan,2005,petrol,2825,automatic,3,1707,4992,1583,1683,1,3,1.0,1.0,0.0,1.0,nan,clear,muddy,morning,Tuesday,78,Female,severe
Hyundai,hatchback,2021,petrol,2500,manual,3,2326,3825,1967,1748,2,5,1.0,1.0,1.0,1.0,rural,clear,dry,night,Friday,60,Male,severe
Hyundai,pickup,2008,diesel,2263,automatic,3,1169,4586,1964,1746,4,1,True,True,True,True,urban,clear,wet,evening,Wednesday,26,Female,severe
Hyundai,sedan,2016,petrol,2429,manual,6,1943,4703,1599,1579,4,6,True,True,True,True,urban,clear,wet,evening,nan,18,Female,severe
Maruti Suzuki,sedan,2007,petrol,2678,automatic,6,874,3730,1945,1787,2,5,1.0,1.0,0.0,1.0,urban,clear,dry,evening,Tuesday,22,Female,moderate
Maruti Suzuki,sedan,2012,petrol,923,automatic,3,1222,4687,1445,1505,2,6,1.0,1.0,0.0,,urban,clear,dry,night,Friday,57,Female,moderate
Maruti Suzuki,hatchback,2004,petrol,1048,automatic,3,869,4883,1739,1549,2,3,1.0,1.0,1.0,0.0,urban,clear,muddy,morning,Thursday,55,Male,moderate
Tata Motors,SUV,2021,diesel,1846,automatic,4,1634,4733,1961,1665,1,7,1.0,1.0,1.0,1.0,rural,clear,nan,evening,Friday,59,Female,severe
Honda,SUV,2021,electric,2728,automatic,6,1544,4969,1895,1787,2,6,1.0,1.0,0.0,1.0,urban,clear,dry,afternoon,Thursday,81,Female,severe
Hyundai,hatchback,2016,CNG,2252,automatic,6,1070,4054,1922,1534,1,4,1.0,1.0,1.0,1.0,urban,nan,dry,night,Wednesday,19,nan,severe
Hyundai,pickup,2002,diesel,2393,manual,6,931,3922,1630,1590,4,3,True,True,True,True,rural,rain,dry,afternoon,nan,63,Male,severe
Tata Motors,hatchback,2005,electric,1512,automatic,6,1921,4656,1485,1641,2,4,1.0,,1.0,0.0,urban,nan,dry,afternoon,Monday,83,Male,severe
Hyundai,SUV,2013,diesel,1771,automatic,6,901,4229,1545,1486,3,6,1.0,1.0,0.0,1.0,urban,clear,dry,night,Monday,40,Female,severe
Maruti Suzuki,sedan,2014,petrol,1280,manual,6,2251,3702,1717,1594,1,6,1.0,0.0,1.0,0.0,urban,clear,wet,evening,nan,70,Male,moderate
Honda,sedan,2013,electric,2945,manual,6,1990,4189,1934,1487,4,3,True,True,True,True,urban,clear,dry,afternoon,Thursday,27,Male,severe
Mahindra,hatchback,2010,petrol,2248,automatic,6,1928,4283,1759,1766,1,3,0.0,1.0,1.0,1.0,urban,nan,wet,afternoon,Thursday,82,Male,severe
Hyundai,SUV,2010,petrol,1684,automatic,4,1397,4990,1580,1760,1,4,1.0,,,1.0,rural,clear,dry,evening,Tuesday,27,Female,severe
Maruti Suzuki,sedan,2008,petrol,2813,manual,6,2372,3952,1973,1515,1,1,1.0,1.0,0.0,1.0,rural,fog,wet,afternoon,Friday,52,Male,moderate
Mahindra,hatchback,2005,electric,1258,automatic,6,2265,4526,1473,1731,2,3,1.0,1.0,,0.0,urban,fog,dry,evening,Tuesday,52,Male,severe
Honda,hatchback,2014,CNG,1392,automatic,4,1471,4612,1928,1676,3,3,1.0,0.0,,1.0,nan,fog,dry,night,nan,70,Female,severe
